label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
H,0.0,0.0,0.0,0.026598,0.014163,0.109832,0.098717,-0.28145,0.02355,0.024318,-0.198983,0.033869,0.092289,-0.462885,0.010125,-0.051884,-0.402772,0.016684,-0.402546,-0.741117,0.033992,-0.454298,-0.770695,-0.011855,-0.673892,-0.801316,-0.122473,-0.740201,-0.884913,-0.125747,-0.710802,-0.763333,-0.070364,-0.888026,-0.903134,-0.115619,-1.0,-0.997411,-0.112141,-0.791007,-0.908922,-0.212872,-0.936213,-0.953424,0.040481,-0.827446,-0.794622,0.046312,-0.750612,-0.877861,0.04617,-0.515439,-0.593872,0.024321,-0.46235,-0.670904,0.139488,-0.346433,-0.642223,-0.0631,-0.151055,-0.620847,-0.121937
H,0.0,0.0,0.0,0.178707,-0.095569,-0.045605,0.294551,-0.240501,-0.218167,0.119219,-0.381728,0.055654,0.066145,-0.37177,0.035385,-0.047718,-0.552117,-0.070573,-0.069006,-0.682874,-0.031451,-0.222577,-0.714217,0.084296,-0.358098,-0.898973,-0.005086,-0.388577,-0.947754,-0.133705,-0.538405,-0.803707,-0.08462,-0.652475,-0.918859,-0.239736,-0.563998,-0.920125,-0.0426,-0.732211,-0.777587,-0.025438,-0.686926,-1.0,-0.072045,-0.585715,-0.743625,-0.06807,-0.65537,-0.750079,-0.201429,-0.511136,-0.608775,0.092092,-0.270412,-0.687557,-0.160109,-0.226846,-0.716942,-0.095878,-0.081101,-0.606472,-0.103884
H,0.0,0.0,0.0,0.037814,-0.201227,0.129909,0.111193,-0.27106,0.093736,0.054639,-0.308239,0.124814,0.134673,-0.538477,0.09681,-0.006835,-0.566109,0.186506,-0.13136,-0.593176,0.137808,-0.236311,-0.796619,0.143261,-0.43289,-0.7931,0.065334,-0.512583,-0.868273,-0.000992,-0.732052,-0.7682,0.024041,-0.712879,-0.895255,0.151826,-0.617319,-0.872863,0.07963,-0.85697,-0.976362,-0.016108,-0.808049,-1.0,0.212934,-0.655265,-0.83551,0.228027,-0.668149,-0.845269,0.007615,-0.412241,-0.81499,0.141586,-0.261193,-0.632137,0.120627,-0.170585,-0.785559,0.223691,-0.085614,-0.713625,0.049235
H,0.0,0.0,0.0,0.012729,-0.126259,0.034941,0.049938,-0.284401,-0.091367,0.031786,-0.251709,0.112092,-0.156476,-0.423837,0.022168,-0.083343,-0.452016,0.02005,-0.290298,-0.695952,-0.026888,-0.273984,-0.690207,-0.190917,-0.565326,-0.715123,-0.118112,-0.6133,-0.736394,-0.192111,-0.771562,-0.886725,-0.074995,-0.77453,-0.972931,-0.090114,-0.823743,-1.0,-0.074629,-0.995575,-0.89531,-0.233712,-0.775467,-0.849779,-0.086388,-0.79011,-0.870569,-0.097912,-0.603506,-0.625328,-0.054829,-0.513387,-0.703588,-0.125062,-0.525344,-0.590755,-0.144052,-0.147311,-0.735817,0.057684,-0.212641,-0.633583,0.021948
H,0.0,0.0,0.0,-0.035597,-0.155409,0.109161,-0.053763,-0.076854,0.063575,-0.129455,-0.163803,0.130105,-0.037603,-0.299137,0.179599,-0.184889,-0.52628,0.009262,-0.356446,-0.543167,0.104586,-0.319869,-0.572735,0.110437,-0.457729,-0.904332,0.006051,-0.591167,-0.884722,0.026433,-0.750141,-0.792075,0.049007,-0.839848,-0.828022,-0.081814,-0.906128,-0.818966,-0.059963,-0.854881,-0.784676,-0.030373,-1.0,-0.845152,0.054979,-0.84532,-0.845495,0.201059,-0.683411,-0.686737,0.11883,-0.562849,-0.725143,0.049405,-0.399616,-0.653978,0.033688,-0.380205,-0.7224,0.221449,-0.213446,-0.652604,0.096832
H,0.0,0.0,0.0,0.310564,-0.205014,0.148745,0.018477,-0.376373,0.064247,0.05054,-0.349943,0.118089,0.084452,-0.50605,0.151613,-0.084181,-0.706309,0.049461,-0.035626,-0.708565,0.121232,-0.135338,-0.733493,-0.076568,-0.303451,-0.877695,0.122117,-0.439444,-0.955758,0.064953,-0.531167,-1.0,-0.025998,-0.69341,-0.858424,0.028304,-0.670286,-0.989106,0.05873,-0.64281,-0.964504,0.06557,-0.820677,-0.970632,0.052307,-0.73115,-0.779805,0.02723,-0.489053,-0.833342,0.096127,-0.309359,-0.989604,0.069641,-0.365279,-0.942501,-0.025183,-0.139404,-0.834306,0.111455,-0.026219,-0.803781,-0.004011
H,0.0,0.0,0.0,0.166262,-0.116771,0.060653,0.162107,-0.151196,0.038234,0.184148,-0.246949,0.130626,0.043236,-0.434192,0.096252,-0.106425,-0.51274,0.167359,-0.057707,-0.638094,0.158359,-0.115238,-0.718445,0.104612,-0.592223,-0.862604,0.037099,-0.635842,-0.654063,0.066249,-0.605474,-0.851207,-0.059381,-0.819794,-0.844431,-0.017991,-0.785478,-0.807373,0.053874,-1.0,-0.713087,0.0611,-0.614631,-0.771411,0.083143,-0.724749,-0.950351,0.194726,-0.45306,-0.921495,0.09344,-0.533822,-0.655251,0.273184,-0.350173,-0.530103,0.101113,-0.198046,-0.659316,0.160023,-0.131854,-0.620695,-0.056874
H,0.0,0.0,0.0,0.079767,0.040289,-0.054054,0.006179,-0.273166,0.116063,0.064127,-0.246849,0.019506,0.16116,-0.413242,0.262958,0.159612,-0.530404,-0.013457,0.138734,-0.693139,-0.00444,-0.255723,-0.693521,-0.165805,-0.368523,-0.843446,0.070914,-0.673283,-0.813387,-0.236241,-0.858609,-0.920753,-0.112284,-0.664657,-0.872041,0.061874,-0.875477,-0.818675,-0.080076,-0.926611,-1.0,0.030978,-0.813454,-0.763154,0.043566,-0.60012,-0.778825,0.120762,-0.683761,-0.83146,0.101147,-0.53096,-0.657663,0.061919,-0.439267,-0.612353,-0.056857,-0.173896,-0.581067,-0.042104,0.00779,-0.652824,0.034359
H,0.0,0.0,0.0,0.247928,-0.243486,0.094121,0.099348,-0.152331,0.268383,0.206473,-0.092769,0.045467,0.028899,-0.460007,0.145925,-0.028056,-0.544863,0.167141,-0.146603,-0.657972,0.076366,-0.203834,-0.584094,0.020049,-0.362574,-0.675246,0.1208,-0.338848,-0.728914,0.064522,-0.508732,-0.809787,0.037147,-0.757505,-0.742785,0.081989,-0.632612,-1.0,0.08253,-0.761323,-0.686486,0.150037,-0.661785,-0.798415,0.154153,-0.682248,-0.746928,0.098504,-0.368301,-0.607468,0.214924,-0.51483,-0.621505,0.145728,-0.198368,-0.637156,0.115406,-0.138091,-0.772758,0.041302,-0.009342,-0.567983,0.036006
H,0.0,0.0,0.0,0.186212,0.084196,-0.064593,0.267377,-0.159079,-0.158427,0.221239,-0.127425,-0.174113,0.033399,-0.190038,-0.041125,0.05275,-0.551187,-0.036774,-0.26457,-0.72837,-0.055277,-0.170488,-0.673048,-0.190905,-0.306871,-0.743653,-0.171428,-0.463435,-0.81381,-0.233734,-0.675078,-0.881098,-0.18903,-0.963488,-0.821078,-0.157194,-0.832105,-0.76242,-0.092868,-0.899972,-0.825995,-0.061371,-1.0,-0.993415,0.009714,-0.772232,-0.76778,0.017288,-0.779731,-0.78009,-0.144575,-0.526666,-0.820711,-0.148189,-0.393049,-0.761032,-0.159757,-0.4484,-0.590405,-0.188247,-0.206155,-0.753612,-0.190257
H,0.0,0.0,0.0,0.151567,-0.219519,0.134867,0.234222,-0.380941,0.313731,0.136888,-0.591614,0.120785,0.201099,-0.534479,0.261764,0.132024,-0.667268,0.16035,-0.03604,-0.577104,0.223514,0.000669,-0.727216,0.148497,-0.336821,-0.834687,0.13076,-0.399149,-0.910247,-0.019688,-0.415671,-0.929135,0.026222,-0.557389,-1.0,0.177038,-0.582536,-0.866666,0.144771,-0.689406,-0.969505,0.126929,-0.63732,-0.917188,0.139181,-0.655568,-0.881264,0.17922,-0.562265,-0.784168,0.337357,-0.297022,-0.865184,0.200186,-0.12654,-0.874843,0.241963,-0.206539,-0.660319,0.134758,0.174135,-0.65731,0.136937
H,0.0,0.0,0.0,0.103412,-0.242281,-0.002695,0.087773,-0.177816,0.131595,0.227687,-0.304954,-0.003824,0.13993,-0.38049,0.012579,0.048482,-0.558788,0.17187,-0.010391,-0.596763,-0.112302,-0.199285,-0.739854,-0.01572,-0.478601,-0.880564,-0.027981,-0.411156,-0.893099,-0.064414,-0.482617,-0.903358,-0.042488,-0.72479,-1.0,0.024114,-0.825084,-0.897086,0.034885,-0.640684,-0.982237,0.091464,-0.697529,-0.904396,0.092293,-0.570135,-0.882596,0.07815,-0.563961,-0.74813,0.121565,-0.454477,-0.718412,-0.018009,-0.31235,-0.770595,-0.061418,-0.220622,-0.698904,0.044119,-0.146814,-0.792615,0.043794
H,0.0,0.0,0.0,0.077279,-0.190219,-0.070462,0.197695,-0.057116,-0.027998,0.111141,-0.31352,-0.05326,0.113492,-0.397942,-0.032901,-0.076815,-0.685451,-0.019318,-0.147839,-0.719557,-0.17809,-0.244575,-0.86329,-0.095154,-0.369033,-0.769484,-0.164936,-0.657346,-0.815441,-0.057522,-0.724732,-0.852848,-0.028503,-0.748037,-0.934258,-0.056759,-0.883459,-1.0,-0.053965,-0.875023,-0.913437,-0.137497,-0.854767,-0.762373,0.052128,-0.622981,-0.755351,-0.023305,-0.764076,-0.81763,0.104012,-0.568426,-0.661998,-0.060144,-0.598525,-0.703157,0.01153,-0.267016,-0.646147,-0.227837,-0.239327,-0.722246,-0.090963
H,0.0,0.0,0.0,-0.009323,-0.095645,-0.027816,0.008969,-0.264651,0.07775,0.045162,-0.428531,0.16311,0.006042,-0.369471,0.046621,-0.224516,-0.527628,0.093561,-0.011601,-0.605373,0.097839,-0.364473,-0.806732,0.112316,-0.493879,-0.787908,0.059512,-0.603955,-0.957292,0.103659,-0.797883,-0.871483,0.137283,-0.695736,-1.0,0.057164,-0.860922,-0.985047,0.133002,-0.888224,-0.846962,0.029974,-0.841689,-0.776254,0.126428,-0.845965,-0.839513,0.146049,-0.708625,-0.709845,0.097235,-0.680639,-0.720171,0.088724,-0.400457,-0.722731,0.15377,-0.396211,-0.699758,0.032666,-0.286314,-0.773205,0.022572
H,0.0,0.0,0.0,-0.00653,-0.045043,0.072372,0.007856,-0.07397,0.165529,0.054716,-0.314755,0.320675,0.046033,-0.296235,0.045305,-0.03421,-0.45581,0.097333,-0.310542,-0.588917,0.120603,-0.248198,-0.532236,0.11422,-0.445171,-0.664594,0.072929,-0.506989,-0.681182,0.125468,-0.683025,-0.775821,0.044387,-0.743777,-0.728838,0.141591,-0.747567,-0.81851,0.176467,-1.0,-0.565574,0.075025,-0.806009,-0.692106,0.138649,-0.735083,-0.669671,0.212377,-0.608724,-0.695852,0.17642,-0.500817,-0.641023,0.171871,-0.42345,-0.598075,0.085857,-0.451242,-0.606542,0.129956,-0.17514,-0.657506,0.127167
H,0.0,0.0,0.0,0.022466,0.07131,-0.230071,0.168316,-0.20041,-0.251027,0.197521,-0.210979,-0.037656,0.098373,-0.177401,-0.117745,0.056083,-0.602174,-0.210326,-0.076242,-0.599609,-0.165964,-0.342247,-0.674852,-0.198344,-0.533992,-0.705922,-0.376539,-0.572107,-0.666014,-0.183702,-0.666545,-0.931626,-0.089105,-0.711643,-0.943995,-0.268426,-0.78713,-0.715998,-0.313447,-1.0,-0.866509,-0.364809,-0.882761,-0.7243,-0.278081,-0.798811,-0.841207,0.001735,-0.745383,-0.623164,-0.187889,-0.488161,-0.697373,-0.158664,-0.464637,-0.664016,-0.205418,-0.296371,-0.549792,-0.146645,-0.034578,-0.71022,-0.234914
H,0.0,0.0,0.0,0.095709,-0.186244,0.032447,0.139979,-0.343402,-0.174577,0.156866,-0.406917,0.032004,0.027359,-0.442737,-0.035044,0.138608,-0.484932,0.083717,-0.111076,-0.591355,-0.035824,-0.135261,-0.744603,-0.175147,-0.548925,-0.677994,-0.049344,-0.491932,-0.742948,-0.22524,-0.685123,-0.909811,-0.038686,-0.806172,-1.0,-0.177829,-0.721937,-0.9635,-0.106122,-0.778717,-0.945423,-0.171562,-0.924159,-0.870474,0.020639,-0.749851,-0.801055,-0.129382,-0.751775,-0.625909,0.093782,-0.444312,-0.82053,-0.029527,-0.361751,-0.642876,0.001439,-0.176895,-0.74394,0.008057,-0.061533,-0.727635,-0.133764
H,0.0,0.0,0.0,0.107129,-0.228334,0.009623,0.040514,-0.094258,0.1058,0.102313,-0.215604,0.110322,0.067153,-0.254231,-0.010255,0.120624,-0.52864,-0.037735,-0.170845,-0.714928,0.080272,-0.435397,-0.591142,-0.09804,-0.384977,-0.788752,-0.014249,-0.669403,-0.817798,-0.038324,-0.885382,-0.970914,-0.096733,-0.931456,-0.793502,-0.034628,-1.0,-0.945777,-0.056184,-0.975964,-0.980514,-0.056218,-0.853267,-0.841142,0.02624,-0.844098,-0.825577,0.03669,-0.682944,-0.744351,-0.080305,-0.594853,-0.880202,0.103299,-0.354404,-0.773645,0.015912,-0.444355,-0.618679,0.061802,-0.007097,-0.57363,-0.134006
H,0.0,0.0,0.0,-0.003004,-0.215515,0.183354,-0.121715,-0.160089,0.132028,0.104101,-0.388899,0.180617,-0.161206,-0.509941,0.201412,-0.05622,-0.690771,0.133556,-0.236087,-0.726266,0.004296,-0.258229,-0.661413,0.234962,-0.53217,-0.74636,0.128346,-0.595444,-0.908552,-0.013986,-0.701678,-0.860515,0.156068,-0.673598,-1.0,0.018322,-0.712456,-0.937988,0.0874,-0.935427,-0.794495,-0.019633,-0.907527,-0.779124,0.264702,-0.753874,-0.826855,0.206842,-0.622514,-0.819335,0.112619,-0.636753,-0.749433,0.131596,-0.431632,-0.812955,0.058931,-0.230101,-0.67025,0.077536,-0.184407,-0.79043,0.144721
H,0.0,0.0,0.0,0.048492,-0.200873,-0.075548,0.18762,-0.268095,-0.017396,0.022267,-0.405645,-0.036107,0.181698,-0.373453,-0.022697,0.060064,-0.528964,0.098102,0.034071,-0.533541,-0.012584,-0.200088,-0.68352,-0.172851,-0.430676,-0.815902,-0.10801,-0.384819,-0.714584,-0.03785,-0.56884,-0.960948,-0.016443,-0.647586,-1.0,-0.002449,-0.870982,-0.979836,0.056804,-0.856677,-0.876459,0.054825,-0.78202,-0.814864,-0.010738,-0.673091,-0.788959,0.024485,-0.639641,-0.716403,0.041085,-0.349475,-0.739967,-0.003121,-0.336855,-0.620914,-0.085396,-0.213618,-0.856767,-0.048479,-0.021673,-0.72928,-0.037356
H,0.0,0.0,0.0,0.043623,-0.010426,-0.031746,0.104816,-0.142795,-0.120567,0.220697,-0.396155,-0.060056,0.100956,-0.308528,-0.022981,0.110983,-0.476167,-0.004291,-0.131699,-0.544128,-0.108247,-0.407267,-0.746475,-0.064387,-0.559475,-0.882041,-0.233627,-0.508349,-0.716188,-0.156516,-0.669354,-0.855342,-0.001486,-0.879916,-0.93596,-0.153116,-0.882355,-0.697011,-0.097405,-0.982558,-1.0,0.036297,-0.953199,-0.812892,-0.108344,-0.912953,-0.782367,-0.08873,-0.650044,-0.753624,0.016867,-0.566473,-0.702017,-0.12183,-0.597097,-0.672542,-0.047887,-0.273946,-0.847147,-0.26681,-0.0667,-0.574794,-0.12664
H,0.0,0.0,0.0,0.179055,-0.183417,-0.155707,0.186434,-0.309662,-0.075198,0.085769,-0.46819,-0.124437,0.097473,-0.461011,-0.199782,-0.040108,-0.480503,-0.114718,-0.19346,-0.844109,-0.252755,-0.247567,-0.824132,-0.261389,-0.467275,-0.851273,-0.157062,-0.569809,-0.895364,-0.253562,-0.74535,-0.861194,-0.171238,-0.634529,-0.901676,-0.262271,-0.946183,-0.871888,-0.266497,-0.820276,-1.0,-0.142599,-0.948845,-0.843227,-0.252489,-0.763744,-0.891148,-0.125405,-0.709123,-0.873184,-0.11825,-0.62131,-0.888721,-0.171454,-0.416112,-0.861859,-0.083882,-0.254713,-0.781332,-0.298865,0.091551,-0.558275,-0.277496
H,0.0,0.0,0.0,0.009655,-0.082778,-0.291471,-0.044573,-0.194482,-0.067376,-0.073921,-0.361521,-0.032714,-0.132536,-0.404594,0.015518,-0.080754,-0.493451,-0.249053,-0.287606,-0.4571,-0.162061,-0.262395,-0.744194,-0.160996,-0.462787,-0.757253,-0.129915,-0.703567,-0.902543,-0.237613,-0.803367,-0.865682,-0.089342,-0.849902,-0.826125,-0.145846,-1.0,-0.861032,-0.126265,-0.872933,-0.929722,-0.268966,-0.891551,-0.795859,-0.105184,-0.836373,-0.724372,-0.113137,-0.75885,-0.752321,-0.168997,-0.622654,-0.732302,0.040795,-0.493213,-0.687812,-0.032767,-0.392303,-0.58401,0.00867,-0.1992,-0.730888,-0.024267
H,0.0,0.0,0.0,0.117673,-0.129031,-0.067072,0.099578,-0.206405,-0.174981,-0.019665,-0.421515,-0.023706,-0.083997,-0.411885,0.074318,0.031991,-0.670798,-0.178013,-0.250211,-0.714775,-0.228477,-0.325931,-0.654237,-0.052839,-0.503803,-0.796169,-0.117899,-0.613897,-0.763827,-0.122729,-0.755618,-1.0,-0.040248,-0.872945,-0.846038,-0.288943,-0.879136,-0.86478,-0.110929,-0.664754,-0.906151,-0.036017,-0.828897,-0.885016,-0.016076,-0.8151,-0.735231,0.085541,-0.69039,-0.790306,0.018558,-0.469252,-0.805433,-0.105422,-0.384193,-0.723889,-0.162139,-0.252761,-0.648889,-0.138058,-0.158708,-0.744289,-0.218524
H,0.0,0.0,0.0,0.08794,-0.101585,0.239809,0.137901,-0.320616,0.14467,0.113616,-0.290921,0.142188,-0.107707,-0.152426,0.176523,0.030133,-0.684983,0.031058,-0.104976,-0.633845,0.182955,-0.220304,-0.844092,-0.100839,-0.398275,-0.862665,-0.021037,-0.469316,-1.0,0.119615,-0.778351,-0.896331,0.146155,-0.790844,-0.786646,0.238406,-0.80544,-0.878448,0.190689,-0.798173,-0.871553,0.087663,-0.950897,-0.992935,0.344692,-0.718462,-0.867569,0.268502,-0.698568,-0.765503,0.175301,-0.467595,-0.807135,0.081524,-0.422985,-0.81769,0.139691,-0.332301,-0.840687,0.126281,-0.07874,-0.724697,0.088032
H,0.0,0.0,0.0,-0.098106,-0.026488,0.044022,-0.021774,-0.166602,0.043007,-0.0652,-0.182522,0.087162,-0.183698,-0.416454,-0.081653,-0.181568,-0.397537,-0.041166,-0.285097,-0.507471,0.109053,-0.328997,-0.782823,0.046518,-0.654486,-0.783665,0.050887,-0.664585,-0.709087,-0.081242,-0.683675,-0.741556,0.046818,-0.948234,-0.721586,-0.026454,-0.96831,-0.758962,0.055118,-1.0,-0.645575,0.162897,-0.874562,-0.736653,0.078338,-0.964606,-0.730334,0.074516,-0.804203,-0.729433,-0.096838,-0.725184,-0.615008,0.182592,-0.585988,-0.644551,0.121412,-0.42649,-0.597515,0.020875,-0.187042,-0.734678,-0.074561
H,0.0,0.0,0.0,0.104782,-0.183558,-0.080932,0.059366,-0.250318,0.023837,0.196912,-0.272014,0.096865,0.065666,-0.481969,-0.018312,-0.134944,-0.611461,0.03094,-0.250707,-0.641834,-0.003986,-0.330542,-0.648959,-0.209505,-0.478471,-1.0,-0.014224,-0.531338,-0.972656,-0.14196,-0.854663,-0.893698,-0.070576,-0.839271,-0.943952,-0.108464,-0.786991,-0.891875,-0.104051,-0.950671,-0.968129,0.127507,-0.810725,-0.882689,0.17362,-0.682229,-0.858438,0.018527,-0.72185,-0.881357,0.192345,-0.64148,-0.703672,0.099495,-0.438899,-0.603171,-0.099437,-0.272693,-0.77249,0.077456,-0.101445,-0.871487,0.076326
H,0.0,0.0,0.0,-0.063323,-0.0335,0.065786,0.057846,-0.169938,-0.06066,0.109291,-0.40894,0.082635,-0.1156,-0.363648,0.075038,-0.024296,-0.408863,0.145762,-0.312742,-0.587011,0.201514,-0.315068,-0.739608,0.004175,-0.509997,-0.840583,0.061371,-0.579114,-0.907811,-0.029176,-0.804522,-0.964846,-0.13697,-0.963046,-0.854126,-0.045197,-1.0,-0.880593,0.075919,-0.909594,-0.750305,0.021051,-0.779034,-0.777415,0.022332,-0.831811,-0.875197,0.051822,-0.695598,-0.686359,0.045907,-0.370189,-0.717618,-0.068273,-0.344295,-0.627418,0.069037,-0.329652,-0.630298,0.15814,-0.133985,-0.783754,-0.283383
H,0.0,0.0,0.0,-0.014906,-0.097818,-0.030678,0.03887,-0.074447,0.100546,-0.009744,-0.349301,0.092413,0.129764,-0.291929,-0.028076,0.032833,-0.641927,0.02271,-0.134351,-0.771618,0.191217,-0.211294,-0.633739,-0.090928,-0.484677,-0.695656,-0.125419,-0.645674,-0.740841,-0.168167,-0.73584,-1.0,-0.121018,-0.908876,-0.8264,-0.087363,-0.919415,-0.926081,-0.050768,-0.843302,-0.949009,0.083279,-0.91968,-0.873637,-0.05929,-0.942896,-0.853112,0.04493,-0.685679,-0.779884,0.040641,-0.604943,-0.680868,0.10426,-0.560315,-0.71793,0.132859,-0.398759,-0.673063,-0.009901,-0.192461,-0.546043,-0.017058
H,0.0,0.0,0.0,-0.078484,-0.1349,0.018202,0.032169,-0.150581,0.032369,-0.100343,-0.35802,0.074137,-0.189512,-0.381845,-0.00028,-0.064008,-0.472381,-0.054897,-0.287253,-0.632184,0.015221,-0.532417,-0.661533,-0.114341,-0.486533,-0.712379,-0.189937,-0.649399,-0.774421,-0.071952,-0.757971,-0.90632,-0.155736,-0.939651,-0.790902,-0.074406,-0.897907,-0.955383,-0.048918,-0.863651,-0.951492,-0.063021,-1.0,-0.823732,-0.069564,-0.793676,-0.750743,0.103728,-0.729041,-0.706524,-0.029243,-0.685026,-0.640644,0.093817,-0.418368,-0.668945,-0.086113,-0.250638,-0.623058,0.111057,-0.293436,-0.60245,-0.018379
H,0.0,0.0,0.0,0.029506,-0.193023,-0.073704,0.097886,-0.232007,0.078,0.142954,-0.434168,0.042243,0.136344,-0.619668,0.019797,-0.004296,-0.510006,0.025049,-0.06158,-0.697847,-0.021903,-0.152562,-0.744401,-0.031324,-0.45715,-0.806473,-0.202374,-0.51239,-0.843401,-0.017261,-0.657573,-0.851519,0.032719,-0.718445,-1.0,-0.038793,-0.810059,-0.948142,0.024276,-0.610188,-0.947593,-0.070463,-0.74869,-0.893118,0.136084,-0.694191,-0.853309,0.126168,-0.524188,-0.726539,-0.04837,-0.486085,-0.840197,0.062939,-0.234412,-0.787158,-0.035677,-0.212656,-0.841034,-0.078721,-0.016056,-0.794047,-0.045515
H,0.0,0.0,0.0,0.092699,-0.028373,0.143783,0.156563,-0.228957,0.095337,0.081546,-0.448577,0.207992,0.094426,-0.345069,-0.01798,0.147494,-0.591555,0.064474,0.122707,-0.775512,0.10482,-0.134639,-0.478833,-0.061652,-0.390777,-0.766518,-0.009247,-0.529128,-0.810027,-0.026426,-0.69878,-0.865309,0.028535,-0.75327,-0.973315,-0.066656,-0.729544,-0.972304,-0.032057,-0.916921,-0.893097,0.015911,-0.949419,-1.0,0.062266,-0.724407,-0.884977,0.064492,-0.720376,-0.901459,0.198943,-0.370288,-0.745319,0.130519,-0.226991,-0.861548,0.07181,-0.241195,-0.845008,0.074383,0.076568,-0.768672,0.157468
H,0.0,0.0,0.0,0.156516,-0.031481,0.17715,-0.115673,-0.139893,0.094559,-0.011099,-0.289156,0.240674,0.252038,-0.385334,0.081247,-0.102594,-0.440329,0.039846,-0.111175,-0.604716,0.116647,-0.450282,-0.753474,-0.050735,-0.526397,-0.71979,0.158457,-0.612785,-0.904153,0.177275,-0.817721,-0.989305,0.101689,-0.83366,-0.95534,0.064076,-0.899921,-0.890225,0.117764,-1.0,-0.84624,0.106401,-0.967822,-0.884703,0.120204,-0.976868,-0.883231,0.149275,-0.85553,-0.844427,0.351284,-0.694717,-0.789444,0.064598,-0.450118,-0.799264,0.094575,-0.342367,-0.623281,0.096322,-0.219815,-0.641814,-0.018171
H,0.0,0.0,0.0,0.061696,-0.213211,-0.07013,0.200509,-0.166909,-0.181975,0.260998,-0.191338,-0.203265,0.284397,-0.395497,-0.231951,0.156634,-0.556912,-0.118274,0.016045,-0.693674,-0.143439,-0.135884,-0.692428,-0.299651,-0.202855,-0.920696,-0.132751,-0.450486,-0.985059,-0.163214,-0.664805,-0.827268,-0.263873,-0.810501,-0.805341,-0.177716,-0.678759,-1.0,-0.325899,-0.63031,-0.915152,-0.105098,-0.685907,-0.915531,-0.104192,-0.537821,-0.857231,-0.031076,-0.723742,-0.726728,-0.230534,-0.342285,-0.75372,-0.123359,-0.28272,-0.780504,-0.202604,-0.139216,-0.564023,-0.053467,-0.053415,-0.723277,-0.176436
H,0.0,0.0,0.0,0.164578,-0.090563,0.148571,0.261733,-0.09026,-0.094573,0.165877,-0.229577,0.056717,0.214536,-0.384161,0.178211,0.027563,-0.505342,0.191127,-0.060173,-0.621015,-0.022457,-0.220469,-0.684848,-0.043622,-0.492967,-0.883263,-0.066718,-0.562824,-0.755704,-0.134099,-0.814834,-0.913239,0.000855,-0.86024,-0.886506,-0.09848,-0.91842,-0.906157,-0.122489,-0.770392,-0.777824,0.076891,-0.738416,-1.0,0.025306,-0.834267,-0.681833,-0.049362,-0.764445,-0.855577,-0.010693,-0.46722,-0.683607,-0.094392,-0.214878,-0.625292,0.048373,-0.133705,-0.798637,-0.115316,-0.031128,-0.730641,-0.087119
H,0.0,0.0,0.0,0.182831,0.06693,0.16147,0.237695,-0.088029,0.110478,0.164559,-0.312307,-0.00416,0.024399,-0.414603,0.024883,0.025351,-0.490474,0.095071,-0.116159,-0.513291,0.040101,-0.216353,-0.673563,0.115741,-0.331051,-0.748393,-0.000766,-0.633808,-0.903696,-0.068642,-0.705148,-0.987415,0.125305,-0.912804,-0.657089,-0.070403,-0.945028,-0.948632,-0.055257,-0.890732,-1.0,-0.016462,-0.903185,-0.801985,-0.056491,-0.824554,-0.820937,0.002672,-0.829317,-0.978205,0.24552,-0.514767,-0.873654,0.151028,-0.492384,-0.644146,0.011137,-0.304207,-0.737413,-0.031276,0.012076,-0.629482,0.011905
H,0.0,0.0,0.0,0.037186,0.08708,0.144288,-0.110497,-0.166471,0.173303,0.229761,-0.098629,0.273743,0.015566,-0.283028,0.060931,-0.022821,-0.424076,0.183222,-0.215441,-0.495288,0.098102,-0.340249,-0.524048,-0.020516,-0.626315,-0.640289,0.175303,-0.516335,-0.824625,0.017133,-0.896338,-0.804844,0.139856,-0.877226,-0.806516,0.106376,-1.0,-0.648564,0.084705,-0.985951,-0.713752,0.183778,-0.799276,-0.751468,0.21754,-0.849288,-0.75095,0.082852,-0.839705,-0.726625,0.236489,-0.563968,-0.734249,-0.001507,-0.562668,-0.671883,0.094417,-0.23208,-0.63933,0.228465,-0.323232,-0.623552,0.13363
H,0.0,0.0,0.0,0.078375,-0.1293,-0.030938,0.110228,-0.233722,0.097365,-0.01648,-0.28772,-0.130095,0.010867,-0.498331,-0.058138,-0.211507,-0.457927,-0.021689,-0.117043,-0.649063,0.017603,-0.341224,-0.698625,0.071361,-0.532199,-0.680059,-0.079512,-0.683635,-0.935925,-0.211416,-0.674508,-0.726243,-0.12063,-0.851396,-0.818586,-0.109425,-0.835417,-0.856382,-0.08317,-0.996523,-0.940074,-0.321735,-0.814812,-0.850339,-0.07923,-1.0,-0.857178,-0.094864,-0.802217,-0.744672,-0.020868,-0.715602,-0.842691,-0.144022,-0.315502,-0.594393,-0.127569,-0.469799,-0.689154,-0.080049,-0.149798,-0.64026,-0.071122
